,Time,Size of Ads ,words of content,Treated,After,Interaction ,Unnamed: 6,Unnamed: 7,TimeManawatu,Manawatu Ads treated,Manawatu Words of content,Unnamed: 11,Weekender Treated,Weekender Ads Treated,Weekender words,Unnamed: 15,Time Hasting,Hasting Ads Treated,Hasting words ,Unnamed: 19,Unnamed: 20,Unnamed: 21,TimeNapvier,Napver Ads treated,Napier words of content,Unnamed: 25,Time Katikati,Katikati Ads control ,Katikati  words,Unnamed: 29,Time Hamilton,Hamilton ads control,Hamilton words,Unnamed: 33,Time Costal news control,Costal control ads,Costal news WORDS,Unnamed: 37,Time Whanganui control,Whanganui Ads control,Whanganui words
49,20181024,0.6775,6196,1,1,1,,,20181025,0.7540625,6171.0,,20181102.0,0.593725490196078,12103.0,,20181024.0,0.6325,9938.0,,,,20181024,0.6775,6196.0,,20181011.0,0.730125,10113.0,,20181102.0,0.7453125,12409.0,,20181011.0,0.708076923076923,10113.0,,20181031.0,0.636875,9695.0
50,20181031,0.711785714285714,11058,1,1,1,,,20181101,0.708333333333333,4860.0,,20181109.0,0.564995475113122,12619.0,,20181031.0,0.5625,8141.0,,,,20181031,0.711785714285714,11058.0,,20181018.0,0.67575,11104.0,,20181109.0,0.765625,13336.0,,20181018.0,0.8375,11104.0,,20181107.0,0.616538461538462,15871.0
51,20181107,0.670833333333333,16096,1,1,1,,,20181108,0.6934375,11214.0,,20181116.0,0.718908235294118,14703.0,,20181107.0,0.5555,11702.0,,,,20181107,0.670833333333333,16096.0,,20181025.0,0.736875,9180.0,,20181116.0,0.7134375,14056.0,,20181025.0,0.753333333333333,9180.0,,20181114.0,0.560555555555556,15846.0
52,20181114,0.78030303030303,9543,1,1,1,,,20181115,0.745789473684211,4831.0,,20181123.0,0.646857142857143,10202.0,,20181114.0,0.735,8911.0,,,,20181114,0.78030303030303,9543.0,,20181101.0,0.705,9548.0,,20181123.0,0.720277777777778,14039.0,,20181101.0,0.716666666666667,9548.0,,20181121.0,0.6545,12459.0
53,20181121,0.752777777777778,13147,1,1,1,,,20181122,0.773333333333333,7175.0,,20181130.0,0.58573630831643,12469.0,,20181121.0,0.695833,9496.0,,,,20181121,0.752777777777778,13147.0,,20181108.0,0.6375,18511.0,,20181130.0,0.7603125,10157.0,,20181108.0,0.7064,18511.0,,20181128.0,0.630227272727273,14939.0
54,20181128,0.720277777777778,15230,1,1,1,,,20181129,0.724137931034483,9310.0,,,,,,20181128.0,0.6575,7754.0,,,,20181128,0.720277777777778,15230.0,,20181115.0,0.715125,10537.0,,,,,,20181115.0,0.7612,10537.0,,,,
55,20171102,0.652413793103448,9162,1,0,0,,,,,,,,,,,,,,,,,,,,,20181122.0,0.723875,13769.0,,,,,,20181122.0,0.796666666666667,13769.0,,,,
56,2017.11.9,0.811136363636364,7556,1,0,0,,,,,,,,,,,,,,,,,,,,,20181129.0,0.710277777777778,10279.0,,,,,,20180729.0,0.775238095238095,10279.0,,,,
57,20171116,0.73,5128,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,20171123,0.688571428571429,7869,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,20171130,0.691785714285714,7818,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,20171207,0.684642857142857,7835,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,20171214,0.76304347826087,6586,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,20171221,0.6976,7557,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,20180111,0.5975,7910,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,20180118,0.666,7820,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,20180125,0.761666666666667,5430,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,20180201,0.735,7055,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,20180208,0.7225,3481,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,20180215,0.720416666666667,6440,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,20180222,0.748214285714286,6020,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,20180301,0.5275,4347,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,20180308,0.713333333333333,4154,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,20180315,0.722916666666667,6945,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,20180322,0.738333333333333,6183,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,20180329,0.76,6513,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,20190405,0.649,5472,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,20180412,0.661666666666667,6366,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,20180419,0.629642857142857,5055,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,20180426,0.802,9083,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,20180503,0.73125,5863,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,20180510,0.708333333333333,6772,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,20180517,0.752,4013,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,20180524,0.73125,5104,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,20180531,0.6235,5515,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,20180607,0.680416666666667,5776,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,20180614,0.745862068965517,5842,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,20180621,0.7871875,4539,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,20180628,0.713,5115,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,20180705,0.734166666666667,5900,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,20180712,0.775,5684,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,20180719,0.744285714285714,7734,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,20180726,0.7953125,5923,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,20180802,0.62875,6347,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,20180809,0.673214285714286,6278,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,20180816,0.7245,6499,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,20180823,0.720357142857143,6362,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,20180830,0.7725,4659,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,20180906,0.8025,4637,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,20180913,0.75,6495,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,20180920,0.794285714285714,4708,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,20180927,0.7752,5489,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,20181004,0.55375,8515,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,20181011,0.57825,8488,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,20181018,0.668181818181818,4768,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,20181025,0.7540625,6171,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,20181101,0.708333333333333,4860,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,20181108,0.6934375,11214,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,20181115,0.745789473684211,4831,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,20181122,0.773333333333333,7175,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,20181129,0.724137931034483,9310,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,20171103,0.597637647058823,5466,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,20171110,0.682549019607843,4935,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,20171117,0.627647058823529,6062,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,20171124,0.644098039215686,8587,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,20171201,0.655529411764706,5879,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,20171208,0.691882352941177,5182,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,20171215,0.653549019607843,7503,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,20171222,0.800911764705882,3742,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,20180112,0.573047058823529,7099,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,20180119,0.705613445378151,9007,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,20180126,0.725341176470588,5228,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,20180202,0.684213903743316,6077,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,20180209,0.741830065359477,5661,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,20180216,0.600058823529412,9332,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,20180223,0.579193277310924,7668,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,20180302,0.542058823529412,9645,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,20180309,0.600069204152249,7152,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,20180316,0.683719887955182,7616,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,20180323,0.595011764705882,7589,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,20180406,0.496036199095023,5758,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,20180413,0.590517647058824,11319,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,20180420,0.499270588235294,10542,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,20180427,0.680976470588235,6508,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,20180504,0.551035294117647,8888,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,20180511,0.588270588235294,8534,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,20180518,0.560258823529412,9254,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,20180525,0.659794427244582,6718,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,20180601,0.671745882352941,7492,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,20180608,0.572023529411765,11771,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,20180615,0.574959752321981,7326,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,20180622,0.621411764705882,7407,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,20180629,0.569549019607843,10327,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,20180706,0.649956656346749,8933,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,20180713,0.658549019607843,11472,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,20180720,0.755468409586057,6704,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,20180727,0.527927601809955,14272,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,20180803,0.632459383753501,16406,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,20180810,0.618188235294118,10740,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,20180817,0.634635294117647,14039,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,20180824,0.626168797953964,11244,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,20180831,0.647764705882353,18567,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,20180907,0.589544757033248,13094,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,20180914,0.64544537815126,10413,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,20180921,0.55093137254902,14228,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,20180928,0.657576470588235,9181,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,20181005,0.667573529411765,11523,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,20181012,0.622552941176471,11632,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,20181019,0.636325791855204,11268,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,20181026,0.66578431372549,9792,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,20181102,0.593725490196078,12103,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,20181109,0.564995475113122,12619,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,20181116,0.718908235294118,14703,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,20181123,0.646857142857143,10202,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,20181130,0.58573630831643,12469,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,20171101,0.54449,7727,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,20171108,0.569467,8549,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,20171115,0.563913,7891,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,20171122,0.592143,6801,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,20171129,0.5492,7288,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,20171206,0.5544,15916,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,20171213,0.670417,11004,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,20171220,0.478125,12971,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,20180110,0.484,11765,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,20180117,0.592,11529,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,20180124,0.559,9887,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,20180131,0.575789,11903,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,20180207,0.638,9988,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,20180214,0.4925,13688,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,20180221,0.6225,9905,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,20180228,0.673,8818,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,20180307,0.526,10312,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,20180314,0.6012,11178,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,20180321,0.4855,13187,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,20180328,0.539,12819,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,20180404,0.568,9345,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,20180411,0.646,13842,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,20180418,0.5785,9218,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,20180425,0.5785,11569,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,20180502,0.6125,9408,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,20180509,0.562,9852,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,20180516,0.665,11887,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,20180523,0.57975,10643,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,20180530,0.6655,9742,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,20180606,0.682,10643,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,20180613,0.629565,12421,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,20180620,0.6455,11120,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,20180627,0.6675,6737,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,20180704,0.5715,10818,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,20180711,0.845,7554,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,20180718,0.652,9165,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,20180725,0.6185,8932,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,20180801,0.6165,10319,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,20180808,0.6925,7242,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,20180815,0.672778,13612,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,20180822,0.639,6914,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,20180829,0.582222,12034,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,20180905,0.6365,10832,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,20180912,0.5755,11597,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,20180919,0.65625,12977,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,20180926,0.6165,9747,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,20181003,0.509474,11371,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,20181010,0.6155,8682,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,20181017,0.7312,10355,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,20181024,0.6325,9938,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,20181031,0.5625,8141,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,20181107,0.5555,11702,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,20181114,0.735,8911,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,20181121,0.695833,9496,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,20181128,0.6575,7754,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,20171102,0.791818181818182,11575,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,20171109,0.685,11855,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,20171116,0.700833333333333,11199,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,20171123,0.715555555555556,9387,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,20171130,0.740540540540541,9474,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,20171207,0.672727272727273,13988,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,20171214,0.768378378378378,7548,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,20171221,0.729166666666667,10473,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,20171228,0.726363636363636,5412,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,20180104,0.677083333333333,1826,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,20180111,0.715,9094,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,20180118,0.716071428571429,6978,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,20180125,0.725862068965517,9676,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,20180201,0.7,7992,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,20180208,0.682068965517241,12177,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,20180215,0.7196875,11840,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,20180222,0.699444444444444,12714,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,20180301,0.7625,11331,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
